City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Arraial Do Cabo,-22.9661,-42.0278,scattered clouds,77.0,73,40,28.77,BR,2021-04-20 13:14:27
1,Ordzhonikidze,52.4411,61.7408,clear sky,42.19,30,0,9.22,KZ,2021-04-20 13:14:27
2,Kapaa,22.0752,-159.319,clear sky,69.8,94,1,5.75,US,2021-04-20 13:14:28
3,Punta Arenas,-53.15,-70.9167,few clouds,42.8,75,20,13.8,CL,2021-04-20 13:14:28
4,Zhanaozen,43.3,52.8,overcast clouds,80.56,21,100,10.76,KZ,2021-04-20 13:14:28
5,Vaini,-21.2,-175.2,scattered clouds,73.4,88,40,3.44,TO,2021-04-20 13:14:29
6,San Cristobal,7.7669,-72.225,few clouds,87.8,33,20,23.02,VE,2021-04-20 13:14:29
7,Fortuna,40.5982,-124.1573,overcast clouds,50.0,100,90,14.97,US,2021-04-20 13:12:51
8,Santa Comba,43.0331,-8.8093,scattered clouds,61.0,63,39,8.99,ES,2021-04-20 13:14:29
9,Ciudad Bolivar,8.1222,-63.5497,few clouds,82.22,56,17,13.47,VE,2021-04-20 13:14:29
10,Filadelfia,39.9523,-75.1638,broken clouds,60.01,71,75,9.22,US,2021-04-20 13:14:30
11,Saint-Pierre,-21.3393,55.4781,heavy intensity rain,75.2,94,75,11.5,RE,2021-04-20 13:14:30
12,Rikitea,-23.1203,-134.9692,few clouds,77.47,67,21,7.16,PF,2021-04-20 13:14:30
13,Port Alfred,-33.5906,26.891,overcast clouds,71.64,67,99,23.78,ZA,2021-04-20 13:14:31
14,Ribeira Grande,38.5167,-28.7,scattered clouds,66.2,88,40,18.41,PT,2021-04-20 13:14:31
15,Plavinas,56.6178,25.7255,overcast clouds,55.09,40,100,5.44,LV,2021-04-20 13:14:31
16,Ushuaia,-54.8,-68.3,broken clouds,42.8,81,75,20.71,AR,2021-04-20 13:14:31
17,Byron Bay,-28.65,153.6167,clear sky,61.0,88,0,8.16,AU,2021-04-20 13:14:32
18,Lorengau,-2.0226,147.2712,overcast clouds,81.27,78,100,8.46,PG,2021-04-20 13:14:32
19,Carnarvon,-24.8667,113.6333,clear sky,73.4,73,0,14.97,AU,2021-04-20 13:11:06
20,Matara,5.9485,80.5353,scattered clouds,81.63,78,37,10.38,LK,2021-04-20 13:14:32
21,Qaanaaq,77.484,-69.3632,clear sky,-0.69,70,8,7.25,GL,2021-04-20 13:14:33
22,Tuktoyaktuk,69.4541,-133.0374,overcast clouds,24.08,88,100,21.9,CA,2021-04-20 13:14:33
23,Mataura,-46.1927,168.8643,few clouds,51.01,80,22,3.0,NZ,2021-04-20 13:14:33
24,Berdigestyakh,62.0989,126.6992,overcast clouds,7.32,95,100,2.86,RU,2021-04-20 13:14:33
25,Busselton,-33.65,115.3333,clear sky,55.0,87,8,12.26,AU,2021-04-20 13:14:34
26,General Roca,-39.0333,-67.5833,overcast clouds,69.01,74,98,11.72,AR,2021-04-20 13:14:34
27,Black River,18.0264,-77.8487,few clouds,79.0,69,20,4.61,JM,2021-04-20 13:14:34
28,Inhambane,-23.865,35.3833,broken clouds,77.0,73,75,8.05,MZ,2021-04-20 13:14:35
29,Cherskiy,68.75,161.3,broken clouds,29.1,72,65,14.27,RU,2021-04-20 13:14:35
30,Ayan,56.45,138.1667,overcast clouds,29.95,77,100,9.17,RU,2021-04-20 13:14:35
31,Kluczbork,50.9728,18.2182,light rain,62.01,74,100,5.99,PL,2021-04-20 13:14:36
32,Lamu,-2.2717,40.902,overcast clouds,84.02,72,97,16.89,KE,2021-04-20 13:14:36
33,Lhokseumawe,5.1801,97.1507,overcast clouds,81.09,79,99,4.5,ID,2021-04-20 13:14:36
34,Chicama,-7.8447,-79.1469,mist,64.4,94,20,5.75,PE,2021-04-20 13:14:36
35,Bandarbeyla,9.4942,50.8122,overcast clouds,84.31,72,100,12.26,SO,2021-04-20 13:14:37
36,Marienburg,54.0359,19.0266,scattered clouds,62.01,58,25,7.65,PL,2021-04-20 13:14:37
37,Altamont,42.2068,-121.7372,broken clouds,45.0,57,75,3.44,US,2021-04-20 13:14:37
38,Los Llanos De Aridane,28.6585,-17.9182,scattered clouds,75.2,60,40,13.8,ES,2021-04-20 13:14:38
39,Bria,6.5423,21.9863,moderate rain,78.64,73,96,6.93,CF,2021-04-20 13:14:38
40,Cape Town,-33.9258,18.4232,clear sky,80.01,46,0,10.36,ZA,2021-04-20 13:11:02
41,Tasiilaq,65.6145,-37.6368,broken clouds,30.2,69,75,3.44,GL,2021-04-20 13:14:38
42,Ullapool,57.8987,-5.1604,overcast clouds,46.0,69,100,5.99,GB,2021-04-20 13:14:39
43,Ponta Do Sol,32.6667,-17.1,few clouds,68.0,66,19,8.99,PT,2021-04-20 13:14:39
44,Andenes,69.3143,16.1194,clear sky,53.6,50,0,16.11,NO,2021-04-20 13:14:39
45,Bredasdorp,-34.5322,20.0403,clear sky,68.0,60,0,17.27,ZA,2021-04-20 13:14:40
46,Piacabucu,-10.4056,-36.4344,broken clouds,83.39,69,73,7.45,BR,2021-04-20 13:14:40
47,Husavik,66.0449,-17.3389,few clouds,39.2,45,20,10.36,IS,2021-04-20 13:14:40
48,Madinat Sittah Uktubar,29.8167,31.05,clear sky,84.2,30,0,18.41,EG,2021-04-20 13:14:40
49,Saskylakh,71.9167,114.0833,scattered clouds,-10.7,100,25,0.92,RU,2021-04-20 13:14:41
50,Kruisfontein,-34.0033,24.7314,light rain,73.0,64,96,5.99,ZA,2021-04-20 13:14:41
51,Katherine,-14.4667,132.2667,overcast clouds,77.0,65,94,3.44,AU,2021-04-20 13:14:41
52,Dingle,10.9995,122.6711,overcast clouds,78.58,78,100,10.27,PH,2021-04-20 13:14:42
53,Inta,66.0317,60.1659,overcast clouds,36.34,93,97,10.78,RU,2021-04-20 13:14:42
54,Bad Tolz,47.7611,11.5589,broken clouds,55.0,71,65,3.0,DE,2021-04-20 13:14:42
55,Avera,33.194,-82.5271,clear sky,59.0,88,1,3.44,US,2021-04-20 13:14:42
56,Hilo,19.7297,-155.09,overcast clouds,71.6,73,90,5.75,US,2021-04-20 13:14:43
57,Chokurdakh,70.6333,147.9167,overcast clouds,22.26,96,100,3.4,RU,2021-04-20 13:14:43
58,Kargil,34.5667,76.1,overcast clouds,38.52,35,100,5.44,IN,2021-04-20 13:14:43
59,Padang,-0.9492,100.3543,scattered clouds,80.6,83,40,1.14,ID,2021-04-20 13:14:44
60,Jamestown,42.097,-79.2353,overcast clouds,37.99,80,90,10.36,US,2021-04-20 13:14:44
61,Bubaque,11.2833,-15.8333,few clouds,79.95,53,22,5.75,GW,2021-04-20 13:14:44
62,Rakitnoye,50.8389,35.8515,light rain,48.2,93,75,15.66,RU,2021-04-20 13:14:44
63,Dakar,14.6937,-17.4441,clear sky,75.2,73,0,13.8,SN,2021-04-20 13:14:45
64,Geraldton,-28.7667,114.6,clear sky,69.8,73,0,13.8,AU,2021-04-20 13:14:45
65,Moshi,-3.35,37.3333,light rain,78.8,61,75,5.75,TZ,2021-04-20 13:14:45
66,Saint Anthony,45.0205,-93.218,overcast clouds,34.0,47,90,4.61,US,2021-04-20 13:14:46
67,Shu,43.5983,73.7614,overcast clouds,61.52,57,100,9.31,KZ,2021-04-20 13:14:46
68,Mar Del Plata,-38.0023,-57.5575,clear sky,68.0,82,0,10.36,AR,2021-04-20 13:14:46
69,Cabo San Lucas,22.8909,-109.9124,clear sky,68.0,30,1,9.22,MX,2021-04-20 13:11:22
70,Castro,-24.7911,-50.0119,overcast clouds,61.0,76,97,6.51,BR,2021-04-20 13:14:47
71,Alyangula,-13.8483,136.4192,overcast clouds,78.8,94,100,11.34,AU,2021-04-20 13:14:47
72,Sanok,49.5557,22.2056,broken clouds,54.0,100,69,5.99,PL,2021-04-20 13:14:47
73,Namtsy,62.7161,129.6658,clear sky,12.2,62,0,4.47,RU,2021-04-20 13:14:48
74,Hobart,-42.8794,147.3294,few clouds,41.0,87,17,9.22,AU,2021-04-20 13:09:51
75,Tautira,-17.7333,-149.15,light rain,78.01,78,20,4.61,PF,2021-04-20 13:14:48
76,Tura,25.5198,90.2201,clear sky,78.06,45,0,3.69,IN,2021-04-20 13:14:48
77,Port Elizabeth,-33.918,25.5701,clear sky,66.2,82,0,17.27,ZA,2021-04-20 13:14:48
78,Albany,42.6001,-73.9662,overcast clouds,54.0,58,98,8.19,US,2021-04-20 13:14:49
79,Baraboo,43.4711,-89.7443,overcast clouds,35.01,74,90,4.38,US,2021-04-20 13:14:49
80,Sorland,67.667,12.6934,clear sky,50.0,66,0,17.27,NO,2021-04-20 13:14:49
81,Bambous Virieux,-20.3428,57.7575,light rain,82.4,78,75,3.44,MU,2021-04-20 13:14:50
82,Saint-Augustin,51.226,-58.6502,overcast clouds,40.3,61,100,15.46,CA,2021-04-20 13:14:50
83,Bengkulu,-3.8004,102.2655,moderate rain,79.16,81,100,3.4,ID,2021-04-20 13:12:04
84,Thompson,55.7435,-97.8558,light snow,17.6,86,90,5.75,CA,2021-04-20 13:14:50
85,Ishigaki,24.3448,124.1572,few clouds,71.98,73,12,20.47,JP,2021-04-20 13:14:51
86,Upernavik,72.7868,-56.1549,overcast clouds,11.35,62,100,4.12,GL,2021-04-20 13:14:51
87,Tongzi,28.7829,105.0877,light rain,64.27,82,100,3.38,CN,2021-04-20 13:14:51
88,Bluff,-46.6,168.3333,broken clouds,51.01,81,84,4.0,NZ,2021-04-20 13:14:51
89,Talnakh,69.4865,88.3972,clear sky,-0.11,95,5,4.25,RU,2021-04-20 13:14:52
90,Taoudenni,22.6783,-3.9836,clear sky,96.85,5,0,8.12,ML,2021-04-20 13:14:52
91,Chapais,49.7834,-74.8492,snow,32.0,100,90,8.05,CA,2021-04-20 13:14:52
92,Long Branch,40.3043,-73.9924,clear sky,59.0,67,1,8.05,US,2021-04-20 13:14:53
93,Riyadh,24.6877,46.7219,clear sky,96.8,9,0,10.36,SA,2021-04-20 13:10:31
94,Pacific Grove,36.6177,-121.9166,broken clouds,51.01,90,67,3.0,US,2021-04-20 13:14:53
95,Vao,-22.6667,167.4833,clear sky,73.96,68,0,11.12,NC,2021-04-20 13:14:53
96,Bambanglipuro,-7.95,110.2833,clear sky,77.5,80,0,5.82,ID,2021-04-20 13:14:53
97,Hermanus,-34.4187,19.2345,clear sky,80.01,51,6,3.0,ZA,2021-04-20 13:13:11
98,Naze,28.3667,129.4833,overcast clouds,64.02,61,100,13.04,JP,2021-04-20 13:14:54
99,Kalmunai,7.4167,81.8167,few clouds,82.85,75,13,9.48,LK,2021-04-20 13:14:54
100,Petropavlovsk-Kamchatskiy,53.0452,158.6483,light snow,35.6,100,90,4.47,RU,2021-04-20 13:14:54
101,Cidreira,-30.1811,-50.2056,scattered clouds,71.85,60,36,11.56,BR,2021-04-20 13:14:01
102,Hambantota,6.1241,81.1185,few clouds,86.0,84,20,9.22,LK,2021-04-20 13:14:55
103,New Braunfels,29.703,-98.1245,clear sky,54.0,76,1,4.38,US,2021-04-20 13:14:55
104,Porbandar,21.6422,69.6093,overcast clouds,84.16,67,100,14.56,IN,2021-04-20 13:14:55
105,Marystown,47.1666,-55.1483,scattered clouds,41.23,70,33,16.06,CA,2021-04-20 13:14:56
106,Atuona,-9.8,-139.0333,light rain,79.48,77,23,18.12,PF,2021-04-20 13:14:56
107,Georgetown,5.4112,100.3354,few clouds,84.99,74,20,4.61,MY,2021-04-20 13:11:01
108,Berlevag,70.8578,29.0864,clear sky,48.2,49,0,29.93,NO,2021-04-20 13:14:56
109,Muros,42.7762,-9.0603,broken clouds,62.01,83,73,7.27,ES,2021-04-20 13:14:57
110,Aswan,24.0934,32.907,scattered clouds,104.07,11,36,4.59,EG,2021-04-20 13:14:57
111,Dikson,73.5069,80.5464,overcast clouds,4.24,88,100,15.79,RU,2021-04-20 13:14:57
112,Bundaberg,-24.85,152.35,clear sky,66.0,77,0,6.22,AU,2021-04-20 13:14:58
113,Aykhal,66.0,111.5,few clouds,1.18,87,16,2.3,RU,2021-04-20 13:14:58
114,Iqaluit,63.7506,-68.5145,light snow,15.8,86,90,2.3,CA,2021-04-20 13:14:58
115,Olafsvik,64.8945,-23.7142,overcast clouds,38.82,67,99,14.43,IS,2021-04-20 13:14:58
116,Belomorsk,64.5232,34.7668,clear sky,50.0,38,0,9.75,RU,2021-04-20 13:14:59
117,Wucheng,29.6008,118.175,broken clouds,61.83,73,58,2.77,CN,2021-04-20 13:14:59
118,Ahipara,-35.1667,173.1667,scattered clouds,60.91,95,27,5.88,NZ,2021-04-20 13:14:59
119,Saint-Philippe,-21.3585,55.7679,light rain,77.0,94,90,13.8,RE,2021-04-20 13:15:00
120,Mbour,14.422,-16.9638,clear sky,84.2,42,0,18.41,SN,2021-04-20 13:15:00
121,Narsaq,60.9167,-46.05,broken clouds,39.2,45,75,3.44,GL,2021-04-20 13:15:00
122,Faanui,-16.4833,-151.75,clear sky,81.99,70,4,12.33,PF,2021-04-20 13:15:00
123,East London,-33.0153,27.9116,few clouds,66.2,82,20,13.8,ZA,2021-04-20 13:15:01
124,Baghdad,33.3406,44.4009,clear sky,102.2,15,0,12.66,IQ,2021-04-20 13:10:12
125,Barra Dos Coqueiros,-10.9089,-37.0386,broken clouds,84.2,65,75,9.22,BR,2021-04-20 13:15:03
126,Usinsk,65.9939,57.5281,broken clouds,35.33,98,67,10.58,RU,2021-04-20 13:15:04
127,Pandan,14.0453,124.1694,moderate rain,77.04,92,100,23.8,PH,2021-04-20 13:15:04
128,Rocha,-34.4833,-54.3333,clear sky,68.49,72,9,11.3,UY,2021-04-20 13:15:04
129,Bonavista,48.6499,-53.1147,light snow,37.0,100,100,13.8,CA,2021-04-20 13:15:05
130,Piet Retief,-27.0071,30.8132,overcast clouds,63.09,58,99,6.11,ZA,2021-04-20 13:15:05
131,Ust-Omchug,61.15,149.6333,light snow,26.8,95,100,7.34,RU,2021-04-20 13:15:05
132,Acapulco,16.8634,-99.8901,few clouds,68.0,77,20,3.96,MX,2021-04-20 13:13:46
133,Puerto Ayora,-0.7393,-90.3518,scattered clouds,75.0,98,46,4.38,EC,2021-04-20 13:15:06
134,Adre,13.4667,22.2,few clouds,101.53,5,22,4.61,TD,2021-04-20 13:15:06
135,Severo-Kurilsk,50.6789,156.125,overcast clouds,34.41,93,100,15.73,RU,2021-04-20 13:15:06
136,Asau,46.4333,26.4,few clouds,54.0,62,20,5.75,RO,2021-04-20 13:15:06
137,Pangkalanbuun,-2.6833,111.6167,clear sky,77.04,83,5,1.7,ID,2021-04-20 13:15:07
138,Ilulissat,69.2167,-51.1,broken clouds,15.8,62,75,4.61,GL,2021-04-20 13:15:07
139,Barrow,71.2906,-156.7887,overcast clouds,14.0,79,90,18.41,US,2021-04-20 13:15:07
140,Ippy,6.2679,21.2247,broken clouds,96.39,31,75,4.47,CF,2021-04-20 13:15:08
141,Issenye,-2.0,34.3333,overcast clouds,78.69,59,100,4.36,TZ,2021-04-20 13:15:08
142,Ancud,-41.8697,-73.8203,light rain,46.4,100,90,4.61,CL,2021-04-20 13:15:09
143,Walvis Bay,-22.9575,14.5053,clear sky,98.6,19,0,10.36,NA,2021-04-20 13:12:54
144,Omboue,-1.5746,9.2618,overcast clouds,86.88,57,100,2.06,GA,2021-04-20 13:15:09
145,Alofi,-19.0595,-169.9187,light rain,73.4,100,75,3.44,NU,2021-04-20 13:15:09
146,Turan,16.0678,108.2208,scattered clouds,80.6,89,40,4.61,VN,2021-04-20 13:15:09
147,Vulcan,45.3833,23.2667,overcast clouds,48.06,66,100,3.53,RO,2021-04-20 13:15:10
148,Fort Nelson,58.8053,-122.7002,clear sky,30.2,74,1,5.75,CA,2021-04-20 13:15:03
149,Takoradi,4.8845,-1.7554,broken clouds,86.94,66,61,11.32,GH,2021-04-20 13:13:24
150,Airai,-8.9266,125.4092,broken clouds,59.47,90,76,1.01,TL,2021-04-20 13:15:10
151,Coruripe,-10.1256,-36.1756,broken clouds,82.85,71,52,9.06,BR,2021-04-20 13:15:10
152,Provideniya,64.3833,-173.3,clear sky,20.52,63,6,5.84,RU,2021-04-20 13:15:11
153,Ostrovnoy,68.0531,39.5131,overcast clouds,39.09,95,100,21.54,RU,2021-04-20 13:15:11
154,Edea,3.8,10.1333,broken clouds,89.6,58,75,2.3,CM,2021-04-20 13:15:11
155,Acari,-15.4311,-74.6158,broken clouds,73.24,75,58,4.45,PE,2021-04-20 13:15:12
156,Bukachacha,52.9833,116.9167,overcast clouds,43.52,40,96,2.55,RU,2021-04-20 13:15:12
157,Lakatoro,-16.0999,167.4164,overcast clouds,81.73,80,87,6.13,VU,2021-04-20 13:15:12
158,Gusau,12.1628,6.6614,clear sky,103.44,15,8,4.56,NG,2021-04-20 13:15:13
159,Butaritari,3.0707,172.7902,light rain,81.09,78,100,15.32,KI,2021-04-20 13:15:13
160,Yellowknife,62.456,-114.3525,few clouds,21.2,86,20,6.91,CA,2021-04-20 13:11:20
161,Dukat,62.55,155.55,overcast clouds,18.12,97,100,5.44,RU,2021-04-20 13:15:14
162,Isla Vista,34.4133,-119.861,clear sky,48.0,87,1,3.44,US,2021-04-20 13:15:14
163,Norman Wells,65.282,-126.8329,clear sky,23.0,93,1,4.61,CA,2021-04-20 13:15:14
164,Robertsport,6.7533,-11.3686,overcast clouds,84.47,70,96,7.72,LR,2021-04-20 13:15:15
165,Jatiroto,-7.8833,111.1167,clear sky,72.61,83,2,4.23,ID,2021-04-20 13:15:15
166,Madimba,-10.4,40.3333,broken clouds,84.2,74,75,10.36,TZ,2021-04-20 13:15:15
167,Kodiak,57.79,-152.4072,overcast clouds,42.8,87,90,9.22,US,2021-04-20 13:15:16
168,Necochea,-38.5473,-58.7368,clear sky,68.0,80,1,13.0,AR,2021-04-20 13:15:16
169,Severnyy,50.677,36.5532,light rain,48.2,93,75,15.66,RU,2021-04-20 13:15:16
170,Bodden Town,19.2833,-81.25,few clouds,84.2,74,20,10.36,KY,2021-04-20 13:15:16
171,Bajil,15.0584,43.2851,scattered clouds,96.96,29,41,11.88,YE,2021-04-20 13:13:12
172,Hofn,64.2539,-15.2082,clear sky,39.7,43,0,5.75,IS,2021-04-20 13:15:17
173,Ratnagiri,16.9833,73.3,few clouds,84.33,63,22,10.04,IN,2021-04-20 13:15:17
174,Yilan,24.757,121.753,overcast clouds,75.0,99,88,7.87,TW,2021-04-20 13:15:17
175,New Norfolk,-42.7826,147.0587,clear sky,41.0,73,7,2.86,AU,2021-04-20 13:15:18
176,Sao Filipe,14.8961,-24.4956,overcast clouds,72.81,76,96,16.8,CV,2021-04-20 13:15:18
177,Sitka,57.0531,-135.33,overcast clouds,44.6,93,90,4.61,US,2021-04-20 13:11:22
178,Milkovo,54.7167,158.6167,light snow,32.5,97,100,3.53,RU,2021-04-20 13:15:18
179,Shelburne,44.0787,-80.2041,overcast clouds,35.01,76,100,17.96,CA,2021-04-20 13:15:03
180,Haines Junction,60.7522,-137.5108,overcast clouds,26.6,86,97,2.3,CA,2021-04-20 13:15:19
181,Ichchapuram,19.1167,84.7,light rain,84.9,61,30,12.75,IN,2021-04-20 13:15:19
182,Fare,-16.7,-151.0167,light rain,81.59,73,10,13.89,PF,2021-04-20 13:15:19
183,Isangel,-19.55,169.2667,overcast clouds,78.33,86,99,12.68,VU,2021-04-20 13:15:20
184,Pangai,-19.8,-174.35,few clouds,78.8,73,20,13.8,TO,2021-04-20 13:15:20
185,Amapa,1.0,-52.0,overcast clouds,70.11,99,100,1.01,BR,2021-04-20 13:15:20
186,Pizhanka,57.4604,48.542,clear sky,47.7,36,0,12.71,RU,2021-04-20 13:15:21
187,Constitucion,-35.3333,-72.4167,overcast clouds,58.3,78,100,18.07,CL,2021-04-20 13:15:21
188,Kostino,58.9097,53.2691,clear sky,46.24,37,7,2.46,RU,2021-04-20 13:15:21
189,Avarua,-21.2078,-159.775,overcast clouds,77.0,78,90,10.36,CK,2021-04-20 13:15:22
190,Severo-Yeniseyskiy,60.3725,93.0408,overcast clouds,14.29,94,100,6.6,RU,2021-04-20 13:15:22
191,Santa Fe,-31.6333,-60.7,clear sky,72.0,65,0,5.01,AR,2021-04-20 13:15:22
192,Laibin,23.7,109.2667,light rain,72.72,89,100,10.96,CN,2021-04-20 13:15:22
193,Sonoita,31.85,-112.8333,clear sky,60.01,22,0,5.17,MX,2021-04-20 13:15:23
194,Tahta,26.7693,31.5021,clear sky,105.8,11,0,3.44,EG,2021-04-20 13:15:23
195,Pimenta Bueno,-11.6725,-61.1936,scattered clouds,77.34,86,47,2.77,BR,2021-04-20 13:15:23
196,Vardo,70.3705,31.1107,clear sky,46.4,57,0,16.11,NO,2021-04-20 13:15:24
197,Khatanga,71.9667,102.5,overcast clouds,0.63,97,95,4.81,RU,2021-04-20 13:15:24
198,Oranjemund,-28.55,16.4333,few clouds,72.64,59,11,12.35,NA,2021-04-20 13:15:24
199,Bantogon,6.5333,124.0333,overcast clouds,78.19,79,98,2.55,PH,2021-04-20 13:15:24
200,Yulara,-25.2406,130.9889,clear sky,60.8,36,0,3.44,AU,2021-04-20 13:15:25
201,Oistins,13.0667,-59.5333,few clouds,82.4,57,20,24.16,BB,2021-04-20 13:10:57
202,Uarini,-2.99,-65.1083,light rain,80.6,94,40,6.91,BR,2021-04-20 13:15:25
203,Mahebourg,-20.4081,57.7,light rain,82.4,78,75,3.44,MU,2021-04-20 13:15:25
204,Nouakchott,18.0858,-15.9785,clear sky,78.8,57,0,14.97,MR,2021-04-20 13:10:38
205,Banugao,14.7333,121.6333,overcast clouds,82.0,53,100,7.96,PH,2021-04-20 13:15:26
206,Progreso,21.2833,-89.6667,scattered clouds,77.0,88,40,2.75,MX,2021-04-20 13:15:26
207,Caravelas,-17.7125,-39.2481,overcast clouds,74.91,84,100,3.18,BR,2021-04-20 13:15:26
208,Jadu,31.953,12.0261,clear sky,73.22,13,9,2.04,LY,2021-04-20 13:15:27
209,Tiksi,71.6872,128.8694,light snow,8.71,96,100,12.28,RU,2021-04-20 13:15:27
210,Shimoda,34.6667,138.95,clear sky,61.0,68,8,1.01,JP,2021-04-20 13:15:27
211,Lebu,-37.6167,-73.65,overcast clouds,58.01,79,100,10.76,CL,2021-04-20 13:15:27
212,Nanortalik,60.1432,-45.2371,overcast clouds,35.31,70,100,4.54,GL,2021-04-20 13:15:28
213,Dzhebariki-Khaya,62.2167,135.8,light snow,23.76,96,100,5.23,RU,2021-04-20 13:15:28
214,Sibu,2.3,111.8167,few clouds,80.6,89,20,1.83,MY,2021-04-20 13:15:28
215,Kununurra,-15.7667,128.7333,clear sky,71.6,83,5,0.36,AU,2021-04-20 13:15:28
216,Cahors,44.4167,1.3333,overcast clouds,68.0,37,100,6.91,FR,2021-04-20 13:13:09
217,Edson,53.5835,-116.4356,clear sky,23.0,93,1,4.61,CA,2021-04-20 13:15:29
218,Hobyo,5.3505,48.5268,scattered clouds,86.05,63,46,14.07,SO,2021-04-20 13:15:29
219,Zyryanka,65.75,150.85,broken clouds,34.97,69,58,27.09,RU,2021-04-20 13:15:29
220,Novobirilyussy,56.9514,90.6661,overcast clouds,22.55,78,100,9.75,RU,2021-04-20 13:15:30
221,Lanigan,51.8501,-105.0344,scattered clouds,23.0,86,44,5.75,CA,2021-04-20 13:15:30
222,Inzer,54.2167,57.5556,clear sky,46.09,31,0,1.86,RU,2021-04-20 13:15:30
223,Krasnovishersk,60.4078,57.082,overcast clouds,45.7,58,88,6.76,RU,2021-04-20 13:15:31
224,Balykshi,47.0667,51.8667,dust,62.6,36,75,20.13,KZ,2021-04-20 13:15:31
225,Mpulungu,-8.7623,31.1141,light rain,79.68,66,100,9.57,ZM,2021-04-20 13:15:31
226,Hithadhoo,-0.6,73.0833,overcast clouds,83.12,64,90,6.11,MV,2021-04-20 13:15:31
227,Kavaratti,10.5669,72.642,overcast clouds,85.48,66,94,11.1,IN,2021-04-20 13:15:32
228,Magadan,59.5667,150.8,light snow,32.92,87,100,29.75,RU,2021-04-20 13:15:32
229,Port Lincoln,-34.7333,135.8667,few clouds,55.44,58,23,8.1,AU,2021-04-20 13:15:32
230,Karratha,-20.7377,116.8463,clear sky,80.56,51,1,6.31,AU,2021-04-20 13:15:33
231,Madang,-5.2246,145.7966,overcast clouds,77.5,87,100,1.77,PG,2021-04-20 13:15:33
232,Mackay,-21.15,149.2,overcast clouds,77.0,69,95,9.22,AU,2021-04-20 13:15:33
233,Deputatskiy,69.3,139.9,overcast clouds,7.77,98,100,2.3,RU,2021-04-20 13:15:33
